"bout_id","video_name","animal_id","start_frame","end_frame","behavior","duration_frames","cluster_id","cluster_method"
12,"org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4",1,409,419,"turn_left",11,5,"kmeans"
13,"org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4",1,1653,1676,"turn_left",24,2,"kmeans"
14,"org-3-uploads-stage.study_447.cage_4840.2025-08-23.14.43.mp4",2,98,118,"turn_left",21,2,"kmeans"
15,"org-3-uploads-stage.study_447.cage_4840.2025-08-23.14.43.mp4",2,1028,1058,"turn_left",31,4,"kmeans"
16,"org-3-uploads-stage.study_447.cage_4840.2025-08-16.20.15.mp4",2,1012,1022,"turn_left",11,1,"kmeans"
17,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,268,298,"turn_left",31,4,"kmeans"
18,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,446,456,"turn_left",11,1,"kmeans"
19,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,568,579,"turn_left",12,1,"kmeans"
20,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,691,701,"turn_left",11,5,"kmeans"
21,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,706,732,"turn_left",27,4,"kmeans"
22,"org-3-uploads-stage.study_447.cage_4840.2025-08-22.01.45.mp4",0,301,331,"turn_left",31,2,"kmeans"
23,"org-3-uploads-stage.study_447.cage_4840.2025-08-22.01.45.mp4",0,575,596,"turn_left",22,2,"kmeans"
24,"org-3-uploads-stage.study_447.cage_4840.2025-08-22.01.45.mp4",2,711,731,"turn_left",21,5,"kmeans"
25,"org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4",1,660,690,"turn_left",31,4,"kmeans"
26,"org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4",1,772,792,"turn_left",21,1,"kmeans"
27,"org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4",1,826,846,"turn_left",21,5,"kmeans"
28,"org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4",1,1692,1722,"turn_left",31,4,"kmeans"
29,"org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4",2,78,88,"turn_left",11,1,"kmeans"
30,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",0,471,490,"turn_left",20,1,"kmeans"
31,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",0,1588,1608,"turn_left",21,2,"kmeans"
32,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",0,1624,1634,"turn_left",11,1,"kmeans"
33,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",1,1624,1644,"turn_left",21,1,"kmeans"
34,"org-3-uploads-stage.study_410.cage_4480.2025-08-15.11.53.mp4",2,1542,1572,"turn_left",31,1,"kmeans"
35,"org-3-uploads-stage.study_470.cage_5026.2025-09-05.02.07.mp4",0,399,419,"turn_left",21,5,"kmeans"
