"bout_id","video_name","animal_id","start_frame","end_frame","behavior","duration_frames","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
0,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",0,244,254,"turn_left",11,2.56842092559001,-7.59110204536395,3.8115434142455,-0.939082091349461,2.17689328827322,-4.45506351039618,1.4435114702541,-3.46312081800267,0.585102280835446,-0.530984661307372,0.351571974247354,-0.765656543754992,0.100339999692394,-0.938680782984758,1.06071866230626,-0.863837701806764,1.16346364710414,-0.0845213266210178,0.764683593654594,-0.973786483212562,0.9881187910693,-0.544948677328563,1.08209280946439,-0.438638198882299,0.903221143040657,-0.871713991653547,0.804229962639519,-0.769836470668305,2.63144103764251,-0.607265387115839,0.699934563840885,0.621588433630028,-0.0922510888349498,1.07996411341317,-0.723998475523891,-0.756995803049632,0.821383833016984,0.541818824405432,1.41793080088356,-0.870372668051516,0.0288352539526543,0.915539069319109,-0.807383248052782,-0.370743715515288,-0.000266158883769817,-0.758663355024245,1.72502045803518,-1.3397210730468,-0.68905826534425,-0.433845156520335,-0.323106230813176,-0.317273954097394,0.827642136457726,-0.456418839591238,0.434366783601772,-1.00923926317289,0.0717862602117796,-0.244154702577456,0.307909322133763,-0.914382633843084,0.867602287293944,-0.276859652064899,0.518307565717973,-0.365348949411361
1,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",0,381,401,"turn_left",21,2.14682913510146,-2.02553376738776,6.20257627551413,-5.97937144788917,0.774638176830399,-3.25567480735138,1.21262789395014,-3.48413477261635,-0.811620440397053,-1.52914706714116,-0.00546970726970084,-0.363556053739466,-0.324816229108103,-0.0984304584064359,-0.336051889287887,-0.242662709549417,-0.169227314200891,-0.818248033387111,0.00327330503232281,-1.19184297975536,-0.715154226296273,-0.777172474165514,1.22427367816903,0.660068383622985,1.60921949680105,0.392149363773238,-0.00796316108550047,1.35829606158162,0.157585586762852,0.101684648643967,0.674910497825718,-0.137051961977994,-1.22924937468043,0.077606575540716,-0.616471487441358,-0.106817211936601,1.10260057039703,0.0659783220359691,-0.979947438536621,0.51975619442184,-0.692960345335439,-0.561711786241257,0.30757125812195,0.907553094029206,0.535247141396527,-0.0526807175171986,1.54427712402662,0.483953975086944,0.15605409352522,0.142430395631138,0.257176612368026,-0.567315032402935,0.311617627051946,0.0682014246646957,0.832647461218289,0.19029792665871,1.18536528800033,-0.538612938345285,-0.229152942332916,1.12632137566916,0.479720889779055,1.16913912448765,0.698178996110982,1.03766507709018
2,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",1,6,16,"turn_left",11,2.43526254116286,-7.20373829523585,3.20785599570888,-1.25748274273484,0.384670151170004,-7.75936288967213,0.661472993222437,-2.42601709078882,0.187247276639693,-0.867530539603319,0.177054208171407,0.0436105468101773,0.29484922792586,0.250264410152113,-0.213924775273625,-0.651667228806445,-0.624275813844224,-0.59600518022993,-0.90910158400268,-0.19478256407407,-0.937632476210748,-0.232965478814293,0.743600208213135,0.240286291304222,-0.519221895056136,-0.501128613964003,0.321278792310868,0.0634496152313739,1.15163911248739,0.138265663513305,2.10723564487007,0.625161319638753,-2.08361790796965,0.857259187241248,0.209273534300187,-0.241309004770359,-0.733054393646948,0.479514693069064,0.0667308220462539,-0.999879888010982,-0.136940593577873,0.418321933647908,-0.687241282509873,-0.364334191954977,-0.431508410075342,0.266271123379256,0.506249826272105,-0.72047004732518,-0.311832916068683,-0.581211934131432,1.31132090371516,-0.731200897547552,0.00393282299120146,-0.00458845191899847,-0.0861651950588061,-0.933804427477156,-0.37056791070076,0.966021864117128,0.156582454905469,0.596801197339549,-0.175786265401394,-1.26188383110284,0.138465541219493,0.621169504931292
3,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",1,906,916,"turn_left",11,1.60222612893343,-9.5212260269345,3.39845374298179,-4.08594167935996,-2.99373665276296,-4.24725974622695,-0.506865720650739,1.91361666969101,-0.0101026952109366,2.78706844261436,-1.43054950097503,-2.56546157015318,0.983300963635524,0.082135202883306,-0.265019576550825,-1.61904320661926,-4.26114517741,-3.62011711051698,-3.27033636794895,-3.68765638203551,-2.24933720062639,-0.484595869904341,-1.0122953794849,0.559766413472076,0.278813694939931,0.485882244751863,1.3928696941966,0.214293445497255,1.9712275901207,-0.0634888028575431,2.60422486806473,1.1336320197233,-1.74069168251221,-0.576179856401012,-0.18384233987886,-0.24735370443015,0.48210791409975,-0.93313583764738,0.801873733361325,0.284169345364837,1.28740783042586,-0.393221932522905,-0.682648160903233,-0.152387436689946,-0.299084982184419,1.80480111197455,-0.159948954678583,1.11503912281563,-0.674622442953507,-1.67448912026484,-0.433510823835988,0.516737310323152,0.263325814678516,-0.300897524776147,-0.0422524069119461,0.160541576831826,-0.00361587809844079,1.34158157945694,1.46766150205012,-0.748824897076346,-0.634607789909719,0.337165653708102,-1.09157425646947,-0.0440399722057738
4,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",1,920,930,"turn_left",11,1.49656811378064,-9.79301978634316,4.75036900755751,-3.45286536272442,2.11927345042827,-5.00761934403024,2.11754214396357,-2.24216149458853,1.25168007863403,0.100324110829403,-0.231164612988981,0.277283232559163,2.95352340803709,-2.49904009031627,-0.16216600621209,-1.02985734803303,-0.954262662770146,-3.30338535840165,-1.28077775984473,-3.60640898879917,-2.05534976400232,-0.00634090475591765,-0.771437873462753,0.618974532894551,-1.0381523110378,0.540621901705093,0.0512224620240324,0.664146494964266,4.15885418816406,0.531533218663263,1.87378795134614,0.938939670161957,-0.723952775048867,0.428722326626524,0.500461049525457,1.108044597801,0.286849381334781,1.00919148371837,1.16936054377793,-0.407108175585802,2.19160778362231,0.798424361011114,-0.330381418925156,1.54397110094469,1.91845575248962,1.66607480744107,-0.204617169748332,-2.04896602553898,0.484834704774162,-1.65240192296691,-0.498075105690789,-0.484743908174507,0.0453057574877605,0.0437269404847355,1.34786493728883,-0.767520498867202,-0.226489857552648,0.181643139233355,0.310012344503298,0.102922487189146,-0.445527113214076,-0.718748122621546,0.199071923159367,-1.57143774739683
5,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",2,368,379,"turn_left",12,2.31090956893342,-7.34093491796543,4.4237696797941,-2.90138005123443,0.241833868071786,-4.5567735332015,2.49041516399255,-4.8941523086769,0.323031492405898,-3.0662128993645,0.870537186740271,0.975009550144389,0.743874413402466,-1.44555017943152,-0.698349299498159,-0.0548767327192322,0.150779317338011,-2.06986281855084,0.344126154293088,-1.51068121258879,0.210629815147685,-0.448517277256333,-0.343075858438181,-0.265629507289423,2.00818613292155,-0.627958988350916,0.113158901732951,0.0599576042794341,-1.00515060047374,0.123439681756228,0.30803317347814,0.0800617965204152,0.670154257595023,-0.787304426931855,1.40740697834709,-0.376221153766422,1.36877566839138,-0.656425199390213,1.48545419377327,0.172435981343869,0.184398746345298,1.17306286900273,0.408716254308684,0.810206337402464,0.958507770862922,-0.655030076731768,0.998905363792806,0.768970161439947,0.00670681717440673,0.209634537904616,-0.0953423172200419,-0.31296239963217,-0.157079738536402,0.397353341271236,0.174994312040188,0.256687067918935,0.21170081612519,0.535128170728227,-1.03114525034837,-0.408084962675265,0.0253902708004049,0.50964313312944,0.90088739846531,0.785828722034044
6,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",2,387,393,"turn_left",7,2.7193631727228,-11.1661092810808,3.59640547062916,1.30826439175255,5.48991086388005,0.154220954025808,3.83183918423621,-4.7694673593246,-0.866125052407265,-4.04935979356463,0.889050759300615,-1.24853939050903,-0.467991632202475,-3.16683392387747,-0.912674593687738,-1.7015006433701,1.98667903397771,-0.607535156937921,-1.01067794657931,-4.05152022925104,1.21054612594372,-0.57306501916197,-2.28300863366577,-2.80797163672986,3.26604137122758,-0.288924545418862,-0.0740435033896029,0.337028386815904,-0.0399301813607912,-0.110076698968,1.92285528283958,-0.88391583215613,-0.572113689004441,-1.51286591292428,1.43223804619846,-1.11617053899001,0.487741614702803,0.984784683543049,0.203445492586085,-0.344797090730703,0.881062187620441,-1.099188967766,0.0508616319267446,0.497157297106431,0.339739483440962,0.229279545756076,1.19486779055785,0.106547792996001,0.215620041579916,0.773610513843458,-0.142283244011647,-1.23065647458872,0.576401933410966,-0.45943592146866,-0.906933084702227,0.81464574793154,0.254344293869148,-0.729237461763434,-1.32418362283341,-0.00954277297606698,1.61456538556947,-0.286629154306937,-1.44411954319865,0.275557306038733
7,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",2,514,524,"turn_left",11,2.75231525132217,-6.82133911317959,0.504293574454924,4.14640718570827,6.05281378289217,0.252737390663031,-2.69695440690165,4.92494833306385,1.86200384310839,2.64581849791827,1.35563574351304,2.69984661066776,4.29283309501324,-1.43319812778064,-0.3749624572381,-0.19608266106951,-1.0677099776937,-1.15165011365651,0.29613803587348,0.19801357003046,-1.01298598538042,-0.557203815821518,0.320935692730266,-0.626971954850476,-1.73098401241313,-1.1446856352949,0.5424006655017,-0.948596011185917,-0.238468930046605,-0.0392550882974958,1.74976253626636,1.03464789932551,-1.72001608236613,-0.242175040038098,-0.788553896852682,-1.15509740731683,-1.52060951706926,1.37590776939178,0.419083706958732,-0.103214022812519,-0.248481410885516,1.03560071516069,-0.13546725413867,0.677252061916014,-0.726806143449194,-0.315987865461354,0.381697610521002,-0.182797136431781,-1.34914375684932,-1.02982866259483,-0.73433162701579,0.575657221198839,-0.194055501205643,0.697857964383976,0.361564584604299,1.3257690196513,-0.881011633475117,-0.690019136990546,-1.09808421419692,0.0389781974357558,-0.378608289433547,-0.0773440476849138,-0.165457513810326,1.22566665963013
8,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",2,1098,1108,"turn_left",11,2.53610955583865,-6.10503716438758,1.52027649906113,-1.29073087847539,-6.74651147269319,-1.43957347068053,-1.66167433557726,-0.834407270540889,1.82177625786265,2.7166648936383,-0.944672918892271,-0.18403912258977,1.18704718524235,0.540408837923444,1.62586445701082,0.885230323486657,-1.82384546137514,0.34333118562936,-0.4089473065244,0.547799291242556,-0.0936667373941105,-0.898805132978464,-0.0422291507868516,-0.684417747125614,-0.108044077430239,0.526785070368181,0.746844526573572,0.781249591299147,-0.622175341896375,0.421802789871955,-0.0121322559701124,-0.773434719968079,-0.716686534816082,0.495034583705829,-0.0726479888705473,1.03724925419479,0.0982401316202526,-0.273872768761974,-0.0578351520840501,-0.0426881194167836,-0.214182004124415,0.180994115175615,-0.130941173550553,0.830476854587039,0.783058465580673,0.737326692359252,-1.71169465398383,0.80632321355064,-0.0227233817153573,-0.130686152153821,-0.143648621124568,-0.0828621102754342,-0.05317386837159,0.537378722135326,-0.268757911000486,0.589295596756035,0.454357032396215,-1.01203725986562,-0.144909797983733,0.723692891361534,-0.649567754927482,0.954351576543665,0.258182973098093,0.455854263149564
9,"org-3-uploads-stage.study_448.cage_4865.2025-09-29.08.13.mp4",2,1138,1158,"turn_left",21,3.08925517455528,-0.0753181962144528,3.88177900880362,-0.932586001001322,0.941444174689969,-5.48845453569507,1.75289614702977,-2.99730086093404,0.36464944587492,-1.15719133724383,-0.0822352966240769,0.683229415234077,0.472503257407401,-0.714535608390411,0.473236454423137,0.242308847060754,0.103944795343802,-0.47600182405618,0.45635649135482,-0.458739679102834,-0.141617989667517,-1.21535960586928,-0.2014959906073,0.769939232479863,0.684416170508701,-0.186208061012766,-0.358141215663378,0.782604682708907,0.129777743104623,-0.281416462157866,0.191826166638,-0.214733074399236,-0.921555462819049,-0.556916173930475,-0.182604066482885,-0.247564964301066,0.849662098123812,0.215773976438916,-0.0868445836274713,-0.053499555994774,-0.338864323209652,0.369531303322959,-0.266813026625536,-0.178304359752828,0.0677277375597563,-0.631924887033686,1.0694320890908,-0.0846854236279231,-0.396823365131846,0.0484639723676423,0.439212261790431,-0.372086421688868,0.466304392483853,0.0459408495025505,-0.0533510260092002,-0.838089855190199,0.150627093625335,0.440174054053594,0.0766684897235491,0.589227299506883,-0.172324932685553,0.575368632319649,0.927691812055674,0.547623512676523
