"bout_id","video_name","animal_id","start_frame","end_frame","behavior","duration_frames","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
10,"org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4",1,311,327,"turn_left",17,4.46351296121895,-1.8051193059742,-1.78980802144176,9.03215238110617,-5.19506886483834,3.49431812915468,1.30574819757696,-0.672924872924485,-2.34916813381233,-0.435895422190891,4.17758545860986,6.51582196892911,0.291769663342924,6.17030919734584,-2.4567713415057,-2.08281586815409,-1.46870773365845,-0.186302406900422,2.82076467810518,-0.059825501640716,2.16161972760894,-3.1859611155063,-1.87735065893105,-0.861276821635177,-2.28207799262666,2.52717478561141,-1.45747758029395,0.107703337272295,0.9218451213582,-0.540733834014289,2.09995590132138,0.430711087163444,-0.00638231898330772,1.12975746203926,-0.260798788957064,0.571717818393633,0.960806415809125,-0.0492876580354385,1.78299877328464,1.12931230185402,1.54206813377985,-1.43982323943997,-1.45997686482467,0.0387764099656895,0.519440254267567,-1.25295069794303,-1.1766183645186,1.22038405673519,-0.319219129872166,-0.216306398663364,-1.10560369331373,-0.704398523096996,1.64223439720235,-0.469525260580692,-0.545839677061836,0.980339727409142,-0.0536632875134997,-0.941039909917124,-0.241643281702228,-0.381493899213217,-0.923853340115128,-0.44148349573061,0.614714408931853,1.18855150377655
11,"org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4",1,389,399,"turn_left",11,6.04100595263328,-5.02001853000925,-4.68012280722626,18.2640174601605,-2.07978677930012,4.22339011825101,5.24417514893811,-5.61670406885395,-1.11936152593663,1.78322431120291,0.980766045401761,4.33658686623018,-0.223023039818352,3.97446597334858,-0.196825265110196,0.149498948611496,-3.83369992026394,-1.35593866371249,1.22435340841928,-2.60617806700784,0.0636891889921621,0.238349242908409,1.68360848858878,-0.784219828521142,-0.137959553034589,5.54903288678301,-1.32279634014475,1.20689087911665,1.32181415382165,2.5335773955479,-0.217348566135327,-0.421030690727467,-1.1121722250412,0.348123064086481,-3.06291812446296,4.05816570742084,-1.64735951369843,-0.77967115728204,0.156968002600284,-2.38462762602401,0.138874143519236,1.08579018308112,-0.316117176247654,2.63574110923828,-1.18072014272432,-0.27354281698262,1.87533470540078,-0.490226788519097,-0.825857893298282,0.860217688385028,3.22580885524347,2.57670911928046,0.339065992516693,-1.50959115387556,1.907450202483,1.26573739299667,-4.09385986395582,-1.78974069507775,-0.743522918325602,-0.270275377394784,0.974583051720578,0.691395025787922,0.82524573984855,-0.283225011664703
12,"org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4",1,409,419,"turn_left",11,1.95133174943906,-10.2038114724277,5.76423874038395,-4.62541317107775,3.94168540081765,-1.94462388724906,2.68198536743569,-4.743947502684,-1.76996051298159,-5.3236847716664,4.50493191172878,2.66019810291089,-2.3621563485707,3.08207550070522,-1.55581130468964,-5.2078085364571,0.00173590920214454,-4.59194250938853,6.19489542238738,-1.97729080048297,0.989031047566427,-2.62063196966514,-5.83312293840623,0.754940740616901,0.629417869040793,3.61973170652747,-2.64142043254422,-2.97264073304622,-0.118567226785664,1.00196059180492,0.299290896053257,-1.18570782442666,1.73755808727669,-3.32507270674637,-0.180101321506113,-5.47800072937356,-0.940567617409317,1.12624441432257,-2.57992000878682,-0.986410430450331,-1.17760896064969,1.60106948428214,1.4248906852161,1.23156495110339,-2.20940272252793,0.31048463976722,-0.278784021021859,0.913271166836842,1.44811803240713,-0.429773238548263,-0.194809997995478,0.942194748360745,-3.91622106873572,-0.0258561212845034,1.00383967811302,-2.00476945436841,2.59607469562748,2.15651546985488,0.757398503466498,2.54277342863294,-0.772654932594948,-0.726540598497175,1.28797316607365,0.534545962068169
13,"org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4",1,1653,1676,"turn_left",24,4.03471652737706,1.24630481313038,0.542470249761181,5.78334076269874,-1.53125434776379,1.53174526099999,1.76577494324483,-3.29007578195132,-2.59017847036924,2.07539620462465,3.30595377797635,6.89765623751126,-0.846501858534491,8.80643217561263,-2.81339066866301,-3.65706895355507,-1.76238086194973,1.75371639375773,1.80071420831171,1.2393183755807,0.966156513775127,-2.05814730567864,-2.10436250601063,-0.140227369001569,-3.46298166846984,2.14156993612858,-0.748933769273252,0.391574192925068,0.456016725608993,-0.536817285396354,0.595750023133211,0.357537178697261,-1.25619989324388,1.164201547389,-0.910542223418579,0.600850119580217,1.8994920149345,-1.69797823809994,0.852573596506097,1.20682763117464,-0.280509742067749,-0.927233979674019,-1.03253686433072,1.02950471500097,0.0564642115506769,-0.861461597491284,0.183790302574953,0.636116689020269,-2.26341382488892,0.46620317146855,-0.922714162313485,-1.01911709011781,1.18535972894864,-1.24477604407222,-1.43289077688134,-0.0700591720258324,0.866598128113222,0.594412369832756,-0.127003005805704,-0.014008809804568,-0.458785730607334,0.214588440647898,-0.238111386260442,0.88145342107843
14,"org-3-uploads-stage.study_447.cage_4840.2025-08-23.14.43.mp4",2,98,118,"turn_left",21,3.78948647648724,1.92217439129515,0.400437242602175,2.78622972841943,-7.20464679271464,0.783723553844914,0.132549925008768,2.07536359295383,-1.11021323497085,-3.84679627073746,0.841198282424642,0.177434680778749,0.65050409164887,-1.62789644823958,-1.07880588327941,1.86091951226386,0.610676354894417,-1.37624176449441,-0.170951714175584,-0.0121786031797431,0.385600399148175,-0.736626228875073,0.381142039713804,-0.157860855081613,-0.267261890635665,0.722466925833315,-0.394878387710768,-0.0374836582135147,0.689689438746253,0.127758035677578,1.59448169519922,-0.873532186068443,-0.745281916070847,0.699239657551736,-0.397836361303517,-0.218830092886367,1.11918959287964,0.621554458068344,-0.609640470836501,-0.323123553410131,0.616394833116126,-1.11883188124121,-0.316209902224712,-0.640490810588217,0.575941202136893,0.0517371927152228,-0.925266552980323,-0.283771682459097,0.158964660331781,-0.501739123419425,-0.0586876757146436,-0.490947824517083,0.0173297357783704,0.52591307129072,-0.628672301238944,-1.13787545139573,0.746860456670732,0.736463266538562,0.311811646301919,0.319222708358225,-0.214298543869928,-0.389363935000661,0.136952518712262,-0.608079654747355
16,"org-3-uploads-stage.study_447.cage_4840.2025-08-16.20.15.mp4",2,1012,1022,"turn_left",11,2.71402114489583,-6.2005102401593,1.18538604067312,1.97564414523961,2.04916120885658,-3.64739006307605,-3.90638669963576,6.6471328133045,0.23752932117122,-1.63632111125397,1.25917669992201,-0.839718446784152,0.514175979082086,-1.0741274288447,-0.671775667433609,-0.096921752771056,-0.140733658937313,2.24340312177248,-0.664450311781038,0.12515323480978,1.26436659428509,0.637589785986555,0.309500081109305,-0.0972313915816335,-0.147172285135157,1.47856491092578,1.28071254892183,0.180213416019281,0.945654585418718,0.836021648282608,-0.589431525267033,0.0270403820162813,2.11272491709663,-0.257127859395195,0.538553720819645,0.419087749740387,1.25548380609542,1.17580006494174,0.965659081312145,-1.2263448870657,-0.591765196560508,-0.0839550122530945,-1.87407858051443,0.376370624263637,-0.544881408775945,-0.312141621300026,-1.24312180894808,-0.0174347629847625,-0.0560887810865826,-0.307890996665553,0.624558570885789,0.771673687297524,0.804297015490876,0.394112288681022,0.201245393483783,0.184370464800028,-0.434158831303466,-0.0825232917288853,0.494563831087401,0.185055802320051,0.10786648949611,-0.437335247014068,-0.852354221553286,-0.0919304008971924
17,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,268,298,"turn_left",31,4.09353665756629,7.74696646825249,3.1145474907217,4.07268482649182,3.89846025376737,-0.658993077138481,2.08759702152581,-3.27621018006488,-0.293393996669254,0.535560056120634,-0.186301405092534,1.83891225397067,0.158633253388277,0.0953338893939199,0.448432138447568,1.58522178391477,0.46568198305427,2.36266890750181,-1.3986969146558,-0.516991968496536,0.658716670142018,-1.07893740404487,-1.02267630267802,0.21366355604712,-0.865681911658396,-0.420237134131647,-1.43215770070327,0.104146091894761,-0.240456236419205,-1.40304465337141,0.229024496832911,-0.0271190913721174,-0.0995790757366441,-0.612422139052453,1.24993194701201,-0.131589196708747,0.0339667496522066,-1.37091893948009,0.276992477992411,2.1011677012673,-0.557118207150947,-1.38827585276468,0.47676042429383,-1.782630492996,0.522951071497364,-0.778112386204449,0.196265460960573,-0.361796742777212,0.332552603893212,-0.73968173582325,0.389177446567306,0.648698230329291,-0.349031816394355,0.956748719476314,-0.0407554384466872,-0.0660492606672122,-1.56803915013036,-0.339582638630263,-0.731517582914667,-0.0937735824779576,0.407937728974225,-0.368901660461237,0.21741419923642,-2.22328038367495
18,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,446,456,"turn_left",11,3.8588062435291,-3.56680967840341,-0.0773379068281237,5.17758900726717,1.18008295042199,-7.15392451010366,-1.32383442933033,2.05405965514087,0.730909113740624,-1.90555457505028,1.75230472745302,1.58961618327133,0.462254632414784,-0.219719651770404,-0.41692410230738,-0.13922471699838,0.567734675546236,2.25052573411387,1.41897428378848,2.61334303500529,0.608239356279086,-1.11993818124963,-0.175587362999534,-0.227193516874043,-1.84572024921629,-0.174277744934537,-0.099507456257489,1.18894551635367,-1.33742933568781,-0.0242084161228246,-0.10673962452565,1.29881696117969,-0.940274888099185,-0.329957911044014,-0.0633217629371109,-0.392624524907645,-0.734502974414258,1.66215433428561,0.152346819767423,0.240489590389901,0.288638598364476,-0.22732049438814,0.568472706130377,1.15601345224112,-1.30929795192811,1.01234171483442,-0.8592967105209,0.0544154693378549,0.526273826923585,-0.413706019741884,-0.153995949564676,0.741002096528087,0.918057076159501,0.0995783351804265,1.52460718480262,-0.165409848494985,-0.390123335823023,-0.594901476918074,0.204753465152522,-0.564733921432651,-0.119385760951582,-0.581428196161538,-0.201598509305043,-0.578031823136922
19,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,568,579,"turn_left",12,3.29787180650569,-6.00399411890191,0.962876705963995,4.26115047934701,6.42005719116356,1.89528126739027,-0.431832421626833,2.89588155214815,1.24783056057942,1.37101099300589,-0.0469893901133371,0.31600565708621,4.75280620900042,-3.25670331607413,-1.91214752200942,0.285605264367605,-2.43979639478267,-2.85447562866597,0.356896622133103,2.52951898499558,-3.00769932807713,-0.643336531898709,-1.28906701488625,-1.63193496446583,-1.40859959017239,-1.65531730778076,1.63341231998206,0.970297802594508,-2.17953687161268,-2.26920787963471,0.475409792782652,-1.34903749233334,-1.24164203082146,-0.617341569786071,-1.84255119472027,-0.210405740182966,4.83407158480138,2.59020251963958,-0.467719638360137,-2.47318540320622,2.34362348782113,-1.43535548458477,1.36132593358521,-1.1348497043442,-0.740737342672453,-1.3698130309737,-0.610028030425069,-0.383311266529898,0.00343838311483631,0.589924315512681,2.10089911234177,1.68500110213881,1.79497756558696,-2.12363352696439,-2.78926733794754,-2.28127267233269,-3.60421955058693,2.75501025029787,1.84102508414579,1.3011315204153,1.74292317409715,-0.710291173996151,3.0676174739814,1.83958077232108
20,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,691,701,"turn_left",11,0.496158877758128,-11.5942079621371,6.79885256810571,-7.9705479610461,2.51910385638266,2.62746047205325,-1.80437321759335,0.136034708533818,-2.62458380588792,0.528713462149799,0.673131481655253,-3.17881450234738,-3.30256562792109,2.10151484442096,2.84329215770888,0.200805683380765,-0.763141718326943,1.36708567226592,-1.38279264023051,-3.51050266948532,1.18828649190795,-1.38702534718418,-0.811861386955367,0.685335416460359,1.43842605957854,1.51775319482648,1.56719890092632,-0.159256764457891,0.448870251610741,-1.47241984866207,-0.0532757002486976,-0.887010771570425,-0.367422386598864,0.593781523002262,-0.367262865995965,-0.332173391924626,-0.847277509239689,1.0438259569395,2.25231772923464,-2.80386366281979,-0.128012979888476,-0.598229909256495,1.00650983568059,-1.23465061946069,2.44506063282745,0.232724328411995,0.546676920474244,-1.67429814966933,1.45731970266972,-0.16391503122613,-0.247285728776358,-0.672086037329418,0.358859634070998,0.38127430924305,-1.33572818094415,-0.0538126838471989,-0.562228633531815,-1.06202030841855,-1.30319187730526,-0.0678190181755093,-0.874187490912237,-0.269260739747083,0.719885557153652,1.60500720900922
21,"org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4",0,706,732,"turn_left",27,3.54010249734127,4.69660990531545,4.37255600447114,-0.245003704702583,1.68021907611652,-6.36976918839361,1.87927444637831,-3.62409421986264,-0.280604339912637,-2.16725113609022,-0.102273002418766,0.53433845911146,-0.325955059465728,-1.0269415855057,-0.134964045539929,0.297000042442583,0.25225396416265,1.40516041222551,-0.885081754254578,-0.111409094903981,-0.489113161339648,0.064213756774419,0.306294423947942,0.353349299663325,-3.06048682295717,1.27220519212976,-1.20483258126133,-0.00191540141838933,-0.640758217565631,-0.400238870392654,0.329950924815924,0.573907677824149,0.109033459085348,-0.339083381898482,-0.613599184400411,-0.965225576961138,0.35040715242962,-0.789213077600723,-0.125919172479849,0.177912376922986,-0.65209953881454,0.514271355111362,1.1258433512847,-0.463307068171623,0.00607399144876341,0.33467213841161,0.663775747926957,-0.718717632237067,0.310343382952312,0.544364192653383,-1.01743456336462,-0.129227074692134,-0.0453214509371147,-0.567907448195722,0.328178454369356,-0.208177008422795,-0.193076961425885,-0.477811968544288,0.108261632660978,0.338743773256912,0.615378533442499,0.648714334287549,0.856089171106225,-0.0442133912419746
22,"org-3-uploads-stage.study_447.cage_4840.2025-08-22.01.45.mp4",0,301,331,"turn_left",31,4.82506291317014,8.32002681465173,0.0605470167084355,5.44669846253735,-7.9376661685285,5.04921486111247,1.14528501562287,1.77245290742659,-0.755112267163543,-0.238934464990804,-0.47972149539101,-1.41691196793858,-2.13989608724516,0.0823090678626318,1.70507680305993,1.70728029454825,1.46220226985227,0.10391544947561,-1.56321258158697,-3.45900193465592,1.23793688172377,0.332557772750854,0.700710245058699,1.10335156781508,2.64964268881605,0.316327051719086,-1.15180932130941,-0.120718361531544,1.84545745355023,0.812945930873773,-1.16606025813996,0.213680849005569,0.0113783683240975,0.0540987523906278,-0.415157382060802,1.9613456857391,-0.61320852524187,0.481494705341469,-0.271067222568955,0.428117230726627,-0.0709356295356684,0.503833203325479,0.132633500278792,0.316970927251751,-2.19714721177782,0.215268348097525,0.834877998734927,-0.157759180781363,-0.644442929893913,-1.56896799799754,0.242762974086301,0.186383828546884,-0.0155368117497773,-0.880346143428077,-0.702503306801417,-0.302241798062797,-0.957874587885145,0.859534296391247,-1.15140288974014,0.877950804047516,-0.955902383078093,-0.550546213913632,1.11583651021993,1.1971553735315
