"bout_id","video_name","animal_id","start_frame","end_frame","behavior","duration_frames","cluster_id","cluster_method"
30,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",0,471,490,"turn_left",20,0,"dbscan"
31,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",0,1588,1608,"turn_left",21,0,"dbscan"
32,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",0,1624,1634,"turn_left",11,0,"dbscan"
33,"org-3-uploads-stage.study_443.cage_4823.2025-08-12.08.42.mp4",1,1624,1644,"turn_left",21,0,"dbscan"
34,"org-3-uploads-stage.study_410.cage_4480.2025-08-15.11.53.mp4",2,1542,1572,"turn_left",31,0,"dbscan"
35,"org-3-uploads-stage.study_470.cage_5026.2025-09-05.02.07.mp4",0,399,419,"turn_left",21,0,"dbscan"
36,"org-3-uploads-stage.study_450.cage_4903.2025-08-25.02.05.mp4",2,1631,1652,"turn_left",22,0,"dbscan"
37,"org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4",0,59,73,"turn_left",15,1,"dbscan"
38,"org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4",0,942,973,"turn_left",32,0,"dbscan"
39,"org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4",0,1337,1370,"turn_left",34,0,"dbscan"
40,"org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4",1,1327,1357,"turn_left",31,0,"dbscan"
41,"org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4",2,1662,1672,"turn_left",11,0,"dbscan"
42,"org-3-uploads-stage.study_439.cage_4751.2025-08-03.10.37.mp4",2,564,584,"turn_left",21,0,"dbscan"
43,"org-3-uploads-stage.study_439.cage_4751.2025-08-03.10.37.mp4",2,1031,1051,"turn_left",21,0,"dbscan"
44,"org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4",0,135,154,"turn_left",20,0,"dbscan"
45,"org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4",1,1236,1245,"turn_left",10,0,"dbscan"
46,"org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4",1,1250,1265,"turn_left",16,0,"dbscan"
47,"org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4",1,1504,1515,"turn_left",12,0,"dbscan"
48,"org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4",0,1523,1543,"turn_left",21,0,"dbscan"
49,"org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4",0,1614,1634,"turn_left",21,2,"dbscan"
50,"org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4",2,1534,1545,"turn_left",12,1,"dbscan"
51,"org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4",2,1736,1746,"turn_left",11,0,"dbscan"
52,"org-3-uploads-stage.study_460.cage_4979.2025-09-04.05.45.mp4",0,253,273,"turn_left",21,0,"dbscan"
53,"org-3-uploads-stage.study_460.cage_4979.2025-09-04.05.45.mp4",1,933,963,"turn_left",31,0,"dbscan"
54,"org-3-uploads-stage.study_410.cage_4482.2025-07-13.13.55.mp4",1,585,599,"turn_left",15,0,"dbscan"
55,"org-3-uploads-stage.study_410.cage_4482.2025-07-13.13.55.mp4",2,766,786,"turn_left",21,0,"dbscan"
56,"org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4",0,577,607,"turn_left",31,0,"dbscan"
57,"org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4",0,667,687,"turn_left",21,0,"dbscan"
58,"org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4",0,697,717,"turn_left",21,0,"dbscan"
59,"org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4",2,1618,1634,"turn_left",17,0,"dbscan"
60,"org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4",2,1712,1729,"turn_left",18,0,"dbscan"
61,"org-3-uploads-stage.study_470.cage_5032.2025-09-05.10.11.mp4",2,1509,1539,"turn_left",31,0,"dbscan"
62,"org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4",0,102,132,"turn_left",31,0,"dbscan"
63,"org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4",1,430,446,"turn_left",17,0,"dbscan"
67,"org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4",2,450,470,"turn_left",21,0,"dbscan"
68,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4",1,198,205,"turn_left",8,0,"dbscan"
69,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4",1,901,921,"turn_left",21,0,"dbscan"
70,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4",1,965,985,"turn_left",21,1,"dbscan"
71,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4",1,1338,1348,"turn_left",11,0,"dbscan"
72,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4",1,1732,1739,"turn_left",8,0,"dbscan"
73,"org-3-uploads-stage.study_410.cage_4481.2025-08-01.22.32.mp4",1,1097,1117,"turn_left",21,0,"dbscan"
74,"org-3-uploads-stage.study_410.cage_4481.2025-08-01.22.32.mp4",1,1153,1167,"turn_left",15,0,"dbscan"
75,"org-3-uploads-stage.study_410.cage_4481.2025-08-01.22.32.mp4",1,1394,1410,"turn_left",17,2,"dbscan"
76,"org-3-uploads-stage.study_410.cage_4482.2025-07-14.06.51.mp4",1,1,21,"turn_left",21,0,"dbscan"
77,"org-3-uploads-stage.study_410.cage_4480.2025-08-05.22.24.mp4",0,1383,1400,"turn_left",18,0,"dbscan"
78,"org-3-uploads-stage.study_476.cage_5056.2025-09-24.22.45.mp4",1,141,161,"turn_left",21,0,"dbscan"
79,"org-3-uploads-stage.study_476.cage_5056.2025-09-24.22.45.mp4",1,624,644,"turn_left",21,0,"dbscan"
81,"org-3-uploads-stage.study_476.cage_5056.2025-09-24.22.45.mp4",1,1639,1659,"turn_left",21,0,"dbscan"
82,"org-3-uploads-stage.study_476.cage_5056.2025-09-24.22.45.mp4",1,1737,1757,"turn_left",21,0,"dbscan"
83,"org-3-uploads-stage.study_460.cage_4987.2025-09-03.23.23.mp4",2,1030,1040,"turn_left",11,0,"dbscan"
84,"org-3-uploads-stage.study_410.cage_4486.2025-07-16.13.08.mp4",1,928,947,"turn_left",20,0,"dbscan"
85,"org-3-uploads-stage.study_410.cage_4486.2025-07-16.13.08.mp4",1,1064,1089,"turn_left",26,1,"dbscan"
86,"org-3-uploads-stage.study_410.cage_4486.2025-07-16.13.08.mp4",1,1108,1138,"turn_left",31,0,"dbscan"
87,"org-3-uploads-stage.study_410.cage_4479.2025-07-30.11.10.mp4",2,338,348,"turn_left",11,0,"dbscan"
88,"org-3-uploads-stage.study_410.cage_4479.2025-07-30.11.10.mp4",2,587,609,"turn_left",23,0,"dbscan"
89,"org-3-uploads-stage.study_410.cage_4479.2025-07-30.11.10.mp4",2,653,680,"turn_left",28,2,"dbscan"
90,"org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4",0,947,967,"turn_left",21,0,"dbscan"
91,"org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4",1,319,329,"turn_left",11,0,"dbscan"
92,"org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4",1,520,530,"turn_left",11,0,"dbscan"
93,"org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4",1,722,732,"turn_left",11,0,"dbscan"
94,"org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4",1,911,921,"turn_left",11,0,"dbscan"
95,"org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4",1,1026,1054,"turn_left",29,0,"dbscan"
96,"org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4",0,70,90,"turn_left",21,0,"dbscan"
98,"org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4",0,339,352,"turn_left",14,0,"dbscan"
99,"org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4",0,440,456,"turn_left",17,0,"dbscan"
100,"org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4",0,582,594,"turn_left",13,0,"dbscan"
101,"org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4",0,909,927,"turn_left",19,0,"dbscan"
102,"org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4",0,1262,1275,"turn_left",14,0,"dbscan"
103,"org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4",2,1042,1061,"turn_left",20,0,"dbscan"
104,"org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4",0,749,760,"turn_left",12,0,"dbscan"
105,"org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4",1,265,285,"turn_left",21,0,"dbscan"
106,"org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4",1,312,318,"turn_left",7,0,"dbscan"
107,"org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4",1,825,857,"turn_left",33,0,"dbscan"
108,"org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4",1,1105,1121,"turn_left",17,0,"dbscan"
109,"org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4",1,1790,1799,"turn_left",10,0,"dbscan"
110,"org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4",2,1071,1087,"turn_left",17,0,"dbscan"
111,"org-3-uploads-stage.study_470.cage_5049.2025-09-09.00.30.mp4",0,413,433,"turn_left",21,0,"dbscan"
112,"org-3-uploads-stage.study_470.cage_5049.2025-09-09.00.30.mp4",2,360,390,"turn_left",31,0,"dbscan"
113,"org-3-uploads-stage.study_470.cage_5049.2025-09-09.00.30.mp4",2,474,486,"turn_left",13,0,"dbscan"
114,"org-3-uploads-stage.study_410.cage_4486.2025-07-12.00.06.mp4",1,651,660,"turn_left",10,0,"dbscan"
115,"org-3-uploads-stage.study_410.cage_4486.2025-07-12.00.06.mp4",1,726,746,"turn_left",21,2,"dbscan"
116,"org-3-uploads-stage.study_410.cage_4486.2025-07-12.00.06.mp4",1,1035,1045,"turn_left",11,0,"dbscan"
117,"org-3-uploads-stage.study_410.cage_4486.2025-07-12.00.06.mp4",1,1455,1478,"turn_left",24,0,"dbscan"
118,"org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4",2,384,414,"turn_left",31,0,"dbscan"
119,"org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4",2,546,565,"turn_left",20,0,"dbscan"
120,"org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4",2,1399,1409,"turn_left",11,0,"dbscan"
121,"org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4",2,1536,1555,"turn_left",20,0,"dbscan"
122,"org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4",2,1573,1583,"turn_left",11,0,"dbscan"
123,"org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4",2,1637,1657,"turn_left",21,2,"dbscan"
124,"org-3-uploads-stage.study_410.cage_4482.2025-07-30.05.49.mp4",2,1349,1359,"turn_left",11,0,"dbscan"
125,"org-3-uploads-stage.study_410.cage_4482.2025-07-30.05.49.mp4",2,1486,1496,"turn_left",11,0,"dbscan"
126,"org-3-uploads-stage.study_410.cage_4482.2025-07-30.05.49.mp4",2,1539,1559,"turn_left",21,2,"dbscan"
127,"org-3-uploads-stage.study_410.cage_4481.2025-08-06.12.28.mp4",1,821,832,"turn_left",12,0,"dbscan"
128,"org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4",0,97,137,"turn_left",41,0,"dbscan"
129,"org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4",0,1531,1550,"turn_left",20,0,"dbscan"
130,"org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4",1,559,579,"turn_left",21,0,"dbscan"
131,"org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4",1,1418,1458,"turn_left",41,0,"dbscan"
132,"org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4",2,32,45,"turn_left",14,0,"dbscan"
133,"org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4",2,98,125,"turn_left",28,0,"dbscan"
134,"org-3-uploads-stage.study_460.cage_4979.2025-09-05.05.54.mp4",0,991,1006,"turn_left",16,0,"dbscan"
135,"org-3-prod.study_429.cage_4539.2025-08-17.22.36.mp4",0,729,749,"turn_left",21,0,"dbscan"
136,"org-3-uploads-stage.study_507.cage_5502.2025-10-15.22.32.mp4",0,812,827,"turn_left",16,0,"dbscan"
137,"org-3-uploads-stage.study_507.cage_5502.2025-10-15.22.32.mp4",0,1640,1680,"turn_left",41,0,"dbscan"
138,"org-3-uploads-stage.study_410.cage_4484.2025-07-30.14.19.mp4",2,425,445,"turn_left",21,0,"dbscan"
139,"org-3-uploads-stage.study_410.cage_4484.2025-07-30.14.19.mp4",2,1647,1677,"turn_left",31,1,"dbscan"
140,"org-3-uploads-stage.study_447.cage_4840.2025-08-16.23.16.mp4",0,261,311,"turn_left",51,0,"dbscan"
141,"org-3-uploads-stage.study_447.cage_4840.2025-08-16.23.16.mp4",0,1295,1335,"turn_left",41,2,"dbscan"
142,"org-3-uploads-stage.study_447.cage_4840.2025-08-16.23.16.mp4",0,1410,1420,"turn_left",11,0,"dbscan"
143,"org-3-uploads-stage.study_450.cage_4891.2025-08-15.10.49.mp4",1,482,502,"turn_left",21,0,"dbscan"
144,"org-3-uploads-stage.study_460.cage_4986.2025-09-03.08.11.mp4",0,568,595,"turn_left",28,0,"dbscan"
145,"org-3-uploads-stage.study_460.cage_4986.2025-09-03.08.11.mp4",0,1055,1075,"turn_left",21,0,"dbscan"
146,"org-3-uploads-stage.study_460.cage_4986.2025-09-03.08.11.mp4",0,1608,1628,"turn_left",21,0,"dbscan"
147,"org-3-uploads-stage.study_460.cage_4986.2025-09-03.08.11.mp4",2,1735,1745,"turn_left",11,0,"dbscan"
148,"org-3-uploads-stage.study_448.cage_4877.2025-08-30.02.22.mp4",2,420,440,"turn_left",21,0,"dbscan"
150,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",0,431,451,"turn_left",21,0,"dbscan"
151,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",0,455,470,"turn_left",16,0,"dbscan"
156,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",0,719,742,"turn_left",24,0,"dbscan"
157,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",0,750,765,"turn_left",16,0,"dbscan"
158,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",0,769,784,"turn_left",16,0,"dbscan"
160,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",0,989,1011,"turn_left",23,0,"dbscan"
161,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",1,1384,1405,"turn_left",22,0,"dbscan"
164,"org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4",1,1552,1571,"turn_left",20,0,"dbscan"
166,"org-3-uploads-stage.study_508.cage_5524.2025-10-15.22.36.mp4",0,234,264,"turn_left",31,0,"dbscan"
167,"org-3-uploads-stage.study_508.cage_5524.2025-10-15.22.36.mp4",0,464,484,"turn_left",21,0,"dbscan"
168,"org-3-uploads-stage.study_447.cage_4840.2025-08-25.13.01.mp4",2,1708,1725,"turn_left",18,0,"dbscan"
169,"org-3-uploads-stage.study_431.cage_4555.2025-07-19.04.49.mp4",0,79,118,"turn_left",40,0,"dbscan"
170,"org-3-uploads-stage.study_431.cage_4555.2025-07-19.04.49.mp4",2,1433,1473,"turn_left",41,1,"dbscan"
171,"org-3-uploads-stage.study_460.cage_4979.2025-09-05.10.40.mp4",2,1146,1166,"turn_left",21,0,"dbscan"
172,"org-3-uploads-stage.study_460.cage_4979.2025-09-05.10.40.mp4",2,1216,1236,"turn_left",21,0,"dbscan"
173,"org-3-uploads-stage.study_410.cage_4483.2025-07-16.13.28.mp4",1,877,890,"turn_left",14,0,"dbscan"
174,"org-3-uploads-stage.study_410.cage_4483.2025-07-16.13.28.mp4",1,914,930,"turn_left",17,0,"dbscan"
175,"org-3-uploads-stage.study_410.cage_4483.2025-07-16.13.28.mp4",1,1262,1272,"turn_left",11,0,"dbscan"
176,"org-9-uploads-stage.study_1013.cage_4988.2025-03-15.08.26.mp4",2,172,192,"turn_left",21,0,"dbscan"
177,"org-9-uploads-stage.study_1013.cage_4995.2025-03-17.00.08.mp4",0,204,234,"turn_left",31,0,"dbscan"
178,"org-9-uploads-stage.study_1013.cage_4995.2025-03-17.00.08.mp4",1,487,507,"turn_left",21,0,"dbscan"
180,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.04.mp4",0,1112,1120,"turn_left",9,0,"dbscan"
181,"org-3-uploads-stage.study_426.cage_4476.2025-07-26.23.44.mp4",0,290,310,"turn_left",21,2,"dbscan"
182,"org-3-uploads-stage.study_410.cage_4482.2025-08-05.11.18.mp4",0,1554,1568,"turn_left",15,0,"dbscan"
183,"org-3-uploads-stage.study_410.cage_4482.2025-08-05.11.18.mp4",2,772,792,"turn_left",21,0,"dbscan"
184,"org-3-uploads-stage.study_410.cage_4482.2025-08-05.11.18.mp4",2,1517,1537,"turn_left",21,0,"dbscan"
185,"org-3-uploads-stage.study_426.cage_4471.2025-07-10.01.56.mp4",0,798,818,"turn_left",21,0,"dbscan"
186,"org-3-uploads-stage.study_410.cage_4487.2025-08-13.16.39.mp4",2,921,931,"turn_left",11,0,"dbscan"
187,"org-3-uploads-stage.study_410.cage_4487.2025-08-13.16.39.mp4",2,963,974,"turn_left",12,0,"dbscan"
188,"org-3-uploads-stage.study_410.cage_4487.2025-08-13.16.39.mp4",2,986,996,"turn_left",11,0,"dbscan"
189,"org-3-uploads-stage.study_410.cage_4482.2025-07-16.07.13.mp4",0,175,185,"turn_left",11,0,"dbscan"
190,"org-3-uploads-stage.study_410.cage_4482.2025-07-16.07.13.mp4",1,1549,1569,"turn_left",21,1,"dbscan"
191,"org-3-uploads-stage.study_470.cage_5032.2025-09-10.06.02.mp4",1,1571,1591,"turn_left",21,0,"dbscan"
192,"org-3-uploads-stage.study_460.cage_4986.2025-09-04.04.04.mp4",1,1284,1305,"turn_left",22,0,"dbscan"
193,"org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4",0,298,311,"turn_left",14,0,"dbscan"
194,"org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4",0,458,488,"turn_left",31,0,"dbscan"
195,"org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4",0,570,600,"turn_left",31,0,"dbscan"
196,"org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4",0,623,643,"turn_left",21,0,"dbscan"
197,"org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4",1,331,341,"turn_left",11,0,"dbscan"
198,"org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4",1,822,832,"turn_left",11,0,"dbscan"
199,"org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4",2,283,309,"turn_left",27,1,"dbscan"
200,"org-3-prod.study_443.cage_4823.2025-08-11.23.07.mp4",1,241,264,"turn_left",24,0,"dbscan"
201,"org-3-prod.study_443.cage_4823.2025-08-11.23.07.mp4",1,654,666,"turn_left",13,0,"dbscan"
203,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.15.59.mp4",1,400,410,"turn_left",11,0,"dbscan"
204,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.15.59.mp4",1,543,556,"turn_left",14,0,"dbscan"
205,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.15.59.mp4",1,864,872,"turn_left",9,0,"dbscan"
206,"org-3-prod.study_443.cage_4823.2025-08-11.23.11.mp4",0,1770,1783,"turn_left",14,0,"dbscan"
207,"org-3-prod.study_443.cage_4823.2025-08-11.23.11.mp4",2,672,692,"turn_left",21,0,"dbscan"
208,"org-3-uploads-stage.study_447.cage_4840.2025-08-27.04.25.mp4",0,181,201,"turn_left",21,0,"dbscan"
209,"org-3-uploads-stage.study_447.cage_4840.2025-08-27.04.25.mp4",0,538,550,"turn_left",13,0,"dbscan"
210,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.15.58.mp4",1,1138,1178,"turn_left",41,0,"dbscan"
211,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.15.58.mp4",1,1569,1583,"turn_left",15,0,"dbscan"
212,"org-9-uploads-stage.study_1174.cage_5991.2025-06-15.15.58.mp4",1,1645,1660,"turn_left",16,0,"dbscan"
213,"org-3-uploads-stage.study_476.cage_5057.2025-09-26.09.40.mp4",2,697,717,"turn_left",21,0,"dbscan"
214,"org-3-uploads-stage.study_476.cage_5057.2025-09-26.09.40.mp4",2,741,761,"turn_left",21,0,"dbscan"
215,"org-3-uploads-stage.study_476.cage_5057.2025-09-26.09.40.mp4",2,1083,1103,"turn_left",21,0,"dbscan"
216,"org-3-uploads-stage.study_476.cage_5057.2025-09-26.09.40.mp4",2,1227,1250,"turn_left",24,0,"dbscan"
217,"org-3-uploads-stage.study_476.cage_5057.2025-09-26.09.40.mp4",2,1677,1697,"turn_left",21,0,"dbscan"
218,"org-3-prod.study_443.cage_4823.2025-08-11.23.10.mp4",0,109,139,"turn_left",31,0,"dbscan"
220,"org-3-prod.study_443.cage_4823.2025-08-11.23.10.mp4",0,1685,1712,"turn_left",28,0,"dbscan"
221,"org-3-uploads-stage.study_410.cage_4486.2025-08-02.08.55.mp4",2,73,93,"turn_left",21,0,"dbscan"
222,"org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4",0,945,995,"turn_left",51,0,"dbscan"
223,"org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4",0,1003,1023,"turn_left",21,0,"dbscan"
224,"org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4",2,922,962,"turn_left",41,0,"dbscan"
225,"org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4",2,974,994,"turn_left",21,0,"dbscan"
226,"org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.02.mp4",2,1051,1070,"turn_left",20,0,"dbscan"
227,"org-3-uploads-stage.study_448.cage_4868.2025-10-10.03.46.mp4",1,776,806,"turn_left",31,0,"dbscan"
228,"org-3-uploads-stage.study_410.cage_4484.2025-07-14.16.12.mp4",1,170,200,"turn_left",31,0,"dbscan"
229,"org-3-uploads-stage.study_410.cage_4484.2025-07-14.16.12.mp4",2,740,785,"turn_left",46,0,"dbscan"
230,"org-3-uploads-stage.study_410.cage_4484.2025-07-14.16.12.mp4",2,1026,1045,"turn_left",20,0,"dbscan"
231,"org-3-uploads-stage.study_410.cage_4484.2025-07-14.16.12.mp4",2,1050,1071,"turn_left",22,0,"dbscan"
232,"org-3-uploads-stage.study_450.cage_4907.2025-08-20.00.11.mp4",0,540,560,"turn_left",21,0,"dbscan"
233,"org-3-uploads-stage.study_450.cage_4907.2025-08-20.00.11.mp4",0,599,629,"turn_left",31,0,"dbscan"
234,"org-3-uploads-stage.study_428.cage_4507.2025-07-13.05.44.mp4",2,12,32,"turn_left",21,0,"dbscan"
235,"org-3-uploads-stage.study_428.cage_4507.2025-07-13.05.44.mp4",2,66,76,"turn_left",11,0,"dbscan"
236,"org-3-uploads-stage.study_428.cage_4507.2025-07-13.05.44.mp4",2,922,932,"turn_left",11,0,"dbscan"
237,"org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4",0,1426,1451,"turn_left",26,0,"dbscan"
238,"org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4",2,136,156,"turn_left",21,0,"dbscan"
239,"org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4",2,185,199,"turn_left",15,0,"dbscan"
